
fd716ed,Ben Reid,Fri Apr 28 23:02:14 2023,"On WEBGL-TEST: !!GitHub_Desktop<WEBGL-TEST>", 
dd57223,Ben Reid,Fri Apr 28 23:02:14 2023,"index on WEBGL-TEST: dd4f775 remove unused files, reduce texture size", 
3c12cff,Ben Reid,Mon Nov 7 10:41:13 2022,"Moving platform + Cleanup",   13 files changed, 855 insertions(+), 850 deletions(-) 
941bff6,Ben Reid,Sun Nov 6 04:02:32 2022,"Update testScene",   1 file changed, 139 insertions(+), 3 deletions(-) 
5bd9def,Ben Reid,Sun Nov 6 04:01:34 2022,"Ability Bar",   22 files changed, 5536 insertions(+), 4778 deletions(-) 
c42b094,Ben Reid,Sun Nov 6 02:42:42 2022,"Puzzle reconfigure",   39 files changed, 8592 insertions(+), 51725 deletions(-) 
2094c7a,Ben Reid,Sat Nov 5 23:02:47 2022,"Merge branch 'Puzzles' into Tilemap-Experiments", 
dd6a7ff,Ben Reid,Sat Nov 5 23:00:24 2022,"e",   1 file changed, 550 insertions(+), 35 deletions(-) 
7b0cd15,MaryamZahidYunis,Sat Nov 5 01:12:13 2022,"Platform Puzzle",   5 files changed, 5172 insertions(+), 2112 deletions(-) 
300fbe0,lward274,Fri Nov 4 11:55:52 2022,"light/boss puzzle",   13 files changed, 5764 insertions(+), 1053 deletions(-) 
c032fd6,lward274,Fri Nov 4 10:43:10 2022,"Maze puzzle",   19 files changed, 5986 insertions(+) 
5c25dc7,KhalorGh,Thu Nov 3 18:07:59 2022,"Animations and Cleaning Up",   39 files changed, 118437 insertions(+), 325 deletions(-) 
3b18a71,Ben Reid,Mon Oct 31 13:00:48 2022,"Tool Switching",   2 files changed, 30 insertions(+), 1 deletion(-) 
c9eb548,Ben Reid,Mon Oct 31 01:11:27 2022,"+",   3 files changed, 144 insertions(+), 4 deletions(-) 
b81309c,Ben Reid,Mon Oct 31 01:07:35 2022,"Tool test / scriptable object data",   15 files changed, 187 insertions(+), 21 deletions(-) 
8ed065d,Ben Reid,Sun Oct 30 18:48:18 2022,"Small generic fixes",   15 files changed, 563 insertions(+), 108 deletions(-) 
16ba9dd,KhalorGh,Sun Oct 30 16:05:35 2022,"Code Combination and Terrain Work",   263 files changed, 33386 insertions(+), 2121 deletions(-) 
f60cff6,Ben Reid,Wed Oct 26 22:38:43 2022,"Dark Maze setup",   32 files changed, 52921 insertions(+), 28 deletions(-) 
947292c,Ben Reid,Tue Oct 25 22:53:19 2022,"Package Update",   11 files changed, 470 insertions(+), 28 deletions(-) 
436aa89,Ben Reid,Mon Oct 24 18:21:55 2022,"Tilemap Placement Fix",   5 files changed, 207 insertions(+), 6 deletions(-) 
36036ae,Ben Reid,Sun Oct 23 22:10:33 2022,"Dialogue Example",   22 files changed, 33550 insertions(+), 4055 deletions(-) 
0d87114,Ben Reid,Mon Oct 17 00:37:50 2022,"Grid Fix 1.0",   86 files changed, 15609 insertions(+), 1843 deletions(-) 
df5d8a1,Ben Reid,Sun Oct 16 17:14:34 2022,"Basic grow",   13 files changed, 435 insertions(+), 11 deletions(-) 
7b3e120,Ben Reid,Sun Oct 16 15:49:37 2022,"Raycast detection",   2 files changed, 288 insertions(+), 55 deletions(-) 
6dd1986,Ben Reid,Sat Oct 15 13:16:23 2022,"Basic Placement Of Tiles",   144 files changed, 21316 insertions(+), 102 deletions(-) 
a4da82a,Ben Reid,Tue Oct 11 14:45:04 2022,"Update .gitattributes",   1 file changed, 1 insertion(+) 
af3f2fb,Ben Reid,Tue Oct 11 14:44:57 2022,"Base Project",   32 files changed, 2634 insertions(+), 2 deletions(-) 
a10da43,Ben Reid,Tue Oct 11 14:33:55 2022,"Initial commit",   1 file changed, 2 insertions(+) 
